order_id,created_at,updated_at,cancelled_at,total_price,discount,customer,address,notes
a804273b-e612-371f-b52a-3ed4be17172c,2023-05-15T06:03:33+00:00,2023-10-24T03:41:55+00:00,,325.42,14.78,"{""name"":""Krista"",""last_name"":""Hansen"",""email"":""heidenreich.verona@dubuque.info"",""has_account"":false}","{""name"":""Krista"",""last_name"":""Hansen"",""email"":""heidenreich.verona@dubuque.info"",""has_account"":false}","{""name"":""Krista"",""last_name"":""Hansen"",""email"":""heidenreich.verona@dubuque.info"",""has_account"":false}"
f552cd6b-3f50-3b1d-b5f3-04eafd83ab65,2023-08-03T06:58:06+00:00,2023-10-14T18:23:42+00:00,,54.85,22.66,"{""name"":""Liana"",""last_name"":""Harvey"",""email"":""theodora.dach@gmail.com"",""has_account"":false}","{""name"":""Liana"",""last_name"":""Harvey"",""email"":""theodora.dach@gmail.com"",""has_account"":false}","{""name"":""Liana"",""last_name"":""Harvey"",""email"":""theodora.dach@gmail.com"",""has_account"":false}"
a0ca0505-b547-3516-809c-613f6c3cb11f,2023-01-08T03:30:37+00:00,2023-10-15T17:38:06+00:00,,272.46,9.98,"{""name"":""Maia"",""last_name"":""Kautzer"",""email"":""xfeeney@rempel.com"",""has_account"":false}","{""name"":""Maia"",""last_name"":""Kautzer"",""email"":""xfeeney@rempel.com"",""has_account"":false}","{""name"":""Maia"",""last_name"":""Kautzer"",""email"":""xfeeney@rempel.com"",""has_account"":false}"
1bf0e039-dba8-3822-ad73-48261640f02a,2023-05-11T03:02:11+00:00,2023-10-15T11:48:08+00:00,,286.82,44.68,"{""name"":""Lillian"",""last_name"":""Mayert"",""email"":""ronaldo88@hotmail.com"",""has_account"":false}","{""name"":""Lillian"",""last_name"":""Mayert"",""email"":""ronaldo88@hotmail.com"",""has_account"":false}","{""name"":""Lillian"",""last_name"":""Mayert"",""email"":""ronaldo88@hotmail.com"",""has_account"":false}"
b64c789f-2475-35dd-aa60-4958f43a2883,2023-03-05T03:02:55+00:00,2023-10-02T01:26:57+00:00,,341.19,27.04,"{""name"":""Leone"",""last_name"":""Balistreri"",""email"":""becker.amya@yahoo.com"",""has_account"":false}","{""name"":""Leone"",""last_name"":""Balistreri"",""email"":""becker.amya@yahoo.com"",""has_account"":false}","{""name"":""Leone"",""last_name"":""Balistreri"",""email"":""becker.amya@yahoo.com"",""has_account"":false}"
9c1dc38b-5c3e-3337-b50d-4a1686896094,2023-08-27T21:43:15+00:00,2023-10-24T00:42:54+00:00,,331.58,15.03,"{""name"":""Hellen"",""last_name"":""Barrows"",""email"":""trowe@gmail.com"",""has_account"":false}","{""name"":""Hellen"",""last_name"":""Barrows"",""email"":""trowe@gmail.com"",""has_account"":false}","{""name"":""Hellen"",""last_name"":""Barrows"",""email"":""trowe@gmail.com"",""has_account"":false}"
494c8dc5-7ff2-3efc-bbbe-f9b005015b12,2023-09-20T22:22:59+00:00,2023-10-06T18:31:04+00:00,,135.86,33.06,"{""name"":""Josue"",""last_name"":""Emmerich"",""email"":""eve.howell@kulas.info"",""has_account"":false}","{""name"":""Josue"",""last_name"":""Emmerich"",""email"":""eve.howell@kulas.info"",""has_account"":false}","{""name"":""Josue"",""last_name"":""Emmerich"",""email"":""eve.howell@kulas.info"",""has_account"":false}"
0bc8a3c5-fc13-3f74-a680-ee5311d656b2,2023-08-22T03:29:50+00:00,2023-10-14T07:42:54+00:00,2023-09-29T23:21:33+00:00,406.39,29.97,"{""name"":""Alta"",""last_name"":""Heidenreich"",""email"":""gerhold.ivah@mohr.biz"",""has_account"":false}","{""name"":""Alta"",""last_name"":""Heidenreich"",""email"":""gerhold.ivah@mohr.biz"",""has_account"":false}","{""name"":""Alta"",""last_name"":""Heidenreich"",""email"":""gerhold.ivah@mohr.biz"",""has_account"":false}"
4cf45a32-a97f-31bd-b42e-b9f36a9f2069,2023-04-21T19:41:54+00:00,2023-10-06T02:53:29+00:00,,384.02,29.77,"{""name"":""Emmalee"",""last_name"":""Bogisich"",""email"":""odie.emard@hamill.biz"",""has_account"":false}","{""name"":""Emmalee"",""last_name"":""Bogisich"",""email"":""odie.emard@hamill.biz"",""has_account"":false}","{""name"":""Emmalee"",""last_name"":""Bogisich"",""email"":""odie.emard@hamill.biz"",""has_account"":false}"
efdd1f38-5e67-3c1e-97af-fbecf68f50ac,2023-07-19T08:23:44+00:00,2023-10-27T17:28:12+00:00,,55.08,4.27,"{""name"":""Kenny"",""last_name"":""Hintz"",""email"":""bettie.hessel@yahoo.com"",""has_account"":false}","{""name"":""Kenny"",""last_name"":""Hintz"",""email"":""bettie.hessel@yahoo.com"",""has_account"":false}","{""name"":""Kenny"",""last_name"":""Hintz"",""email"":""bettie.hessel@yahoo.com"",""has_account"":false}"
6dea9f3c-4843-3772-8e7c-f195f0b4c1e9,2023-09-27T17:08:14+00:00,2023-10-12T16:10:35+00:00,,166.08,14.06,"{""name"":""Jacky"",""last_name"":""Lindgren"",""email"":""iwaelchi@yahoo.com"",""has_account"":false}","{""name"":""Jacky"",""last_name"":""Lindgren"",""email"":""iwaelchi@yahoo.com"",""has_account"":false}","{""name"":""Jacky"",""last_name"":""Lindgren"",""email"":""iwaelchi@yahoo.com"",""has_account"":false}"
6dbeeffb-0278-36eb-be37-727f648dac1a,2023-08-09T20:43:51+00:00,2023-10-21T09:01:42+00:00,,429.68,49.2,"{""name"":""Rosetta"",""last_name"":""Heidenreich"",""email"":""ziemann.sydnee@gmail.com"",""has_account"":true}","{""name"":""Rosetta"",""last_name"":""Heidenreich"",""email"":""ziemann.sydnee@gmail.com"",""has_account"":true}","{""name"":""Rosetta"",""last_name"":""Heidenreich"",""email"":""ziemann.sydnee@gmail.com"",""has_account"":true}"
00e04073-d310-3c2f-8f42-dba13eec55b1,2023-02-22T15:33:22+00:00,2023-10-01T00:20:41+00:00,,276.23,3.72,"{""name"":""Molly"",""last_name"":""Swaniawski"",""email"":""hreichert@gmail.com"",""has_account"":false}","{""name"":""Molly"",""last_name"":""Swaniawski"",""email"":""hreichert@gmail.com"",""has_account"":false}","{""name"":""Molly"",""last_name"":""Swaniawski"",""email"":""hreichert@gmail.com"",""has_account"":false}"
927d174d-f355-374e-8884-7dffc205b9dd,2023-05-23T14:42:55+00:00,2023-10-14T11:25:50+00:00,,308.95,1.42,"{""name"":""Asia"",""last_name"":""Funk"",""email"":""randal99@hotmail.com"",""has_account"":false}","{""name"":""Asia"",""last_name"":""Funk"",""email"":""randal99@hotmail.com"",""has_account"":false}","{""name"":""Asia"",""last_name"":""Funk"",""email"":""randal99@hotmail.com"",""has_account"":false}"
03c7eff8-7a45-3403-951e-3839b43c7472,2023-02-24T12:40:15+00:00,2023-10-15T10:31:11+00:00,,441.59,16.82,"{""name"":""Tyler"",""last_name"":""Purdy"",""email"":""rashad.sipes@hotmail.com"",""has_account"":false}","{""name"":""Tyler"",""last_name"":""Purdy"",""email"":""rashad.sipes@hotmail.com"",""has_account"":false}","{""name"":""Tyler"",""last_name"":""Purdy"",""email"":""rashad.sipes@hotmail.com"",""has_account"":false}"
66dfcda5-c75e-38f1-9752-dd7b9999ac73,2023-10-02T13:28:37+00:00,2023-10-20T19:32:16+00:00,2023-10-01T20:20:17+00:00,288.61,13.24,"{""name"":""Kadin"",""last_name"":""Willms"",""email"":""delfina47@yahoo.com"",""has_account"":true}","{""name"":""Kadin"",""last_name"":""Willms"",""email"":""delfina47@yahoo.com"",""has_account"":true}","{""name"":""Kadin"",""last_name"":""Willms"",""email"":""delfina47@yahoo.com"",""has_account"":true}"
e9464ed2-c568-35dd-a62c-f9e0d7ec457e,2023-04-27T12:06:27+00:00,2023-10-24T15:30:29+00:00,,311.25,33.41,"{""name"":""Virginia"",""last_name"":""Gulgowski"",""email"":""lucinda27@parisian.com"",""has_account"":false}","{""name"":""Virginia"",""last_name"":""Gulgowski"",""email"":""lucinda27@parisian.com"",""has_account"":false}","{""name"":""Virginia"",""last_name"":""Gulgowski"",""email"":""lucinda27@parisian.com"",""has_account"":false}"
b3586cd1-3290-3cef-b560-e40d61cf7528,2023-06-05T08:45:59+00:00,2023-10-07T12:18:26+00:00,,159.75,11.25,"{""name"":""Emile"",""last_name"":""Abbott"",""email"":""sipes.malika@gmail.com"",""has_account"":false}","{""name"":""Emile"",""last_name"":""Abbott"",""email"":""sipes.malika@gmail.com"",""has_account"":false}","{""name"":""Emile"",""last_name"":""Abbott"",""email"":""sipes.malika@gmail.com"",""has_account"":false}"
2e28b4ce-b696-3b8e-98da-3870ed533698,2023-06-28T20:25:07+00:00,2023-10-21T23:15:16+00:00,,29.57,4.3,"{""name"":""Cortney"",""last_name"":""Gusikowski"",""email"":""eloy26@gmail.com"",""has_account"":false}","{""name"":""Cortney"",""last_name"":""Gusikowski"",""email"":""eloy26@gmail.com"",""has_account"":false}","{""name"":""Cortney"",""last_name"":""Gusikowski"",""email"":""eloy26@gmail.com"",""has_account"":false}"
808151cf-f15e-3414-9562-03255e5b0ed9,2023-08-13T00:11:41+00:00,2023-10-24T04:14:07+00:00,,122.47,18.68,"{""name"":""Teagan"",""last_name"":""Jaskolski"",""email"":""vivienne.howe@yahoo.com"",""has_account"":true}","{""name"":""Teagan"",""last_name"":""Jaskolski"",""email"":""vivienne.howe@yahoo.com"",""has_account"":true}","{""name"":""Teagan"",""last_name"":""Jaskolski"",""email"":""vivienne.howe@yahoo.com"",""has_account"":true}"
df6ccd01-e1ef-39bf-a3b1-c123b19bd387,2023-05-03T16:55:15+00:00,2023-10-06T18:00:33+00:00,,215,23.07,"{""name"":""Antoinette"",""last_name"":""Kuvalis"",""email"":""cole.jayda@gmail.com"",""has_account"":false}","{""name"":""Antoinette"",""last_name"":""Kuvalis"",""email"":""cole.jayda@gmail.com"",""has_account"":false}","{""name"":""Antoinette"",""last_name"":""Kuvalis"",""email"":""cole.jayda@gmail.com"",""has_account"":false}"
c744586b-ca63-349c-b647-75890e08b842,2023-03-27T10:47:05+00:00,2023-10-27T12:09:25+00:00,,371.95,30.14,"{""name"":""Arely"",""last_name"":""Bartoletti"",""email"":""esteban.keebler@hyatt.biz"",""has_account"":false}","{""name"":""Arely"",""last_name"":""Bartoletti"",""email"":""esteban.keebler@hyatt.biz"",""has_account"":false}","{""name"":""Arely"",""last_name"":""Bartoletti"",""email"":""esteban.keebler@hyatt.biz"",""has_account"":false}"
4d848b3e-a1d9-32d7-81d3-b15e984ee2e9,2023-09-22T15:03:53+00:00,2023-10-19T10:14:01+00:00,2023-10-26T15:50:11+00:00,214.46,38.04,"{""name"":""Baron"",""last_name"":""Watsica"",""email"":""njast@halvorson.com"",""has_account"":false}","{""name"":""Baron"",""last_name"":""Watsica"",""email"":""njast@halvorson.com"",""has_account"":false}","{""name"":""Baron"",""last_name"":""Watsica"",""email"":""njast@halvorson.com"",""has_account"":false}"
db67ce0f-16ba-3225-b7de-ff2c65715123,2023-07-06T18:36:22+00:00,2023-10-06T22:29:00+00:00,2023-10-21T21:05:10+00:00,54.4,11.49,"{""name"":""Rosendo"",""last_name"":""Lemke"",""email"":""khaley@bayer.com"",""has_account"":true}","{""name"":""Rosendo"",""last_name"":""Lemke"",""email"":""khaley@bayer.com"",""has_account"":true}","{""name"":""Rosendo"",""last_name"":""Lemke"",""email"":""khaley@bayer.com"",""has_account"":true}"
c7308cc2-ed12-307f-90de-56eab2fc7a00,2023-05-27T09:09:55+00:00,2023-10-29T02:00:34+00:00,,242.19,29.25,"{""name"":""Jaylan"",""last_name"":""Tremblay"",""email"":""clair.satterfield@gmail.com"",""has_account"":false}","{""name"":""Jaylan"",""last_name"":""Tremblay"",""email"":""clair.satterfield@gmail.com"",""has_account"":false}","{""name"":""Jaylan"",""last_name"":""Tremblay"",""email"":""clair.satterfield@gmail.com"",""has_account"":false}"
d8028bda-b1dd-31d3-8512-493e17dfa287,2023-10-20T20:33:31+00:00,2023-10-13T09:30:28+00:00,,488.34,2.99,"{""name"":""Caleb"",""last_name"":""Schulist"",""email"":""bgibson@gmail.com"",""has_account"":false}","{""name"":""Caleb"",""last_name"":""Schulist"",""email"":""bgibson@gmail.com"",""has_account"":false}","{""name"":""Caleb"",""last_name"":""Schulist"",""email"":""bgibson@gmail.com"",""has_account"":false}"
4ae6abda-e1f1-3ec9-b35b-ef070040b309,2023-06-14T09:13:23+00:00,2023-10-12T21:37:05+00:00,,136.94,36.05,"{""name"":""Sarai"",""last_name"":""Adams"",""email"":""halvorson.alverta@hotmail.com"",""has_account"":false}","{""name"":""Sarai"",""last_name"":""Adams"",""email"":""halvorson.alverta@hotmail.com"",""has_account"":false}","{""name"":""Sarai"",""last_name"":""Adams"",""email"":""halvorson.alverta@hotmail.com"",""has_account"":false}"
d4c587fd-4017-3acf-8c88-b3d8f6e1cd18,2023-03-09T08:09:54+00:00,2023-10-28T13:14:49+00:00,,63.4,22.19,"{""name"":""Casandra"",""last_name"":""O'Keefe"",""email"":""verna.hand@hotmail.com"",""has_account"":false}","{""name"":""Casandra"",""last_name"":""O'Keefe"",""email"":""verna.hand@hotmail.com"",""has_account"":false}","{""name"":""Casandra"",""last_name"":""O'Keefe"",""email"":""verna.hand@hotmail.com"",""has_account"":false}"
a9e9a04b-5d18-33dd-a405-0ce8c6519255,2023-03-22T09:02:42+00:00,2023-10-12T20:17:18+00:00,,388.54,20.39,"{""name"":""Samantha"",""last_name"":""Morar"",""email"":""abbie.flatley@hotmail.com"",""has_account"":false}","{""name"":""Samantha"",""last_name"":""Morar"",""email"":""abbie.flatley@hotmail.com"",""has_account"":false}","{""name"":""Samantha"",""last_name"":""Morar"",""email"":""abbie.flatley@hotmail.com"",""has_account"":false}"
0da98dff-88e3-3586-bcd9-931700066771,2023-04-19T07:10:25+00:00,2023-10-14T03:24:24+00:00,,8.41,10.47,"{""name"":""Eve"",""last_name"":""Swift"",""email"":""fadel.bessie@goodwin.com"",""has_account"":true}","{""name"":""Eve"",""last_name"":""Swift"",""email"":""fadel.bessie@goodwin.com"",""has_account"":true}","{""name"":""Eve"",""last_name"":""Swift"",""email"":""fadel.bessie@goodwin.com"",""has_account"":true}"
7136d646-b51a-3e3b-b4dc-a15d8725dfd1,2023-10-25T17:12:31+00:00,2023-10-05T01:37:56+00:00,,259.76,28.4,"{""name"":""Maybell"",""last_name"":""Schaefer"",""email"":""willms.elnora@jerde.org"",""has_account"":false}","{""name"":""Maybell"",""last_name"":""Schaefer"",""email"":""willms.elnora@jerde.org"",""has_account"":false}","{""name"":""Maybell"",""last_name"":""Schaefer"",""email"":""willms.elnora@jerde.org"",""has_account"":false}"
bd174d1b-0cf9-3086-8799-c4257e33398d,2023-10-04T15:02:59+00:00,2023-10-08T22:49:27+00:00,,49.12,4.51,"{""name"":""Magali"",""last_name"":""Rippin"",""email"":""adaline38@hotmail.com"",""has_account"":false}","{""name"":""Magali"",""last_name"":""Rippin"",""email"":""adaline38@hotmail.com"",""has_account"":false}","{""name"":""Magali"",""last_name"":""Rippin"",""email"":""adaline38@hotmail.com"",""has_account"":false}"
d395862e-102c-3f61-8a86-9bab28ee7c9b,2023-01-26T14:40:55+00:00,2023-10-19T18:14:10+00:00,,214.18,4.59,"{""name"":""Amie"",""last_name"":""Nienow"",""email"":""clement21@sanford.info"",""has_account"":false}","{""name"":""Amie"",""last_name"":""Nienow"",""email"":""clement21@sanford.info"",""has_account"":false}","{""name"":""Amie"",""last_name"":""Nienow"",""email"":""clement21@sanford.info"",""has_account"":false}"
ad7ea5d8-a27a-3e95-8322-be0314239bf9,2023-06-19T21:33:48+00:00,2023-10-11T04:37:28+00:00,,316.05,31.64,"{""name"":""Soledad"",""last_name"":""Goodwin"",""email"":""zulauf.louisa@harris.net"",""has_account"":false}","{""name"":""Soledad"",""last_name"":""Goodwin"",""email"":""zulauf.louisa@harris.net"",""has_account"":false}","{""name"":""Soledad"",""last_name"":""Goodwin"",""email"":""zulauf.louisa@harris.net"",""has_account"":false}"
aaf0a67f-c7eb-3d0f-bb2d-441fec4947d5,2023-06-04T22:31:25+00:00,2023-10-04T09:18:16+00:00,,76.85,29.07,"{""name"":""Amir"",""last_name"":""Wolf"",""email"":""vilma57@greenholt.net"",""has_account"":true}","{""name"":""Amir"",""last_name"":""Wolf"",""email"":""vilma57@greenholt.net"",""has_account"":true}","{""name"":""Amir"",""last_name"":""Wolf"",""email"":""vilma57@greenholt.net"",""has_account"":true}"
ec406b84-5617-3d08-b31a-af0d87b99de7,2023-07-11T18:13:47+00:00,2023-10-01T14:58:19+00:00,,499.98,17.27,"{""name"":""Sean"",""last_name"":""Roob"",""email"":""hlind@gmail.com"",""has_account"":false}","{""name"":""Sean"",""last_name"":""Roob"",""email"":""hlind@gmail.com"",""has_account"":false}","{""name"":""Sean"",""last_name"":""Roob"",""email"":""hlind@gmail.com"",""has_account"":false}"
a5ced59d-2209-384a-84e9-520cbc9f3bbe,2023-01-13T05:50:08+00:00,2023-10-08T09:20:30+00:00,,477.63,39.08,"{""name"":""Payton"",""last_name"":""Kshlerin"",""email"":""russel.eleazar@brown.com"",""has_account"":false}","{""name"":""Payton"",""last_name"":""Kshlerin"",""email"":""russel.eleazar@brown.com"",""has_account"":false}","{""name"":""Payton"",""last_name"":""Kshlerin"",""email"":""russel.eleazar@brown.com"",""has_account"":false}"
b6ef14bb-a42e-3d33-9f5a-3a95e43742f0,2023-02-02T11:27:57+00:00,2023-10-27T02:44:40+00:00,,365.27,47.06,"{""name"":""Lamont"",""last_name"":""Hilpert"",""email"":""myrtice.botsford@marks.biz"",""has_account"":false}","{""name"":""Lamont"",""last_name"":""Hilpert"",""email"":""myrtice.botsford@marks.biz"",""has_account"":false}","{""name"":""Lamont"",""last_name"":""Hilpert"",""email"":""myrtice.botsford@marks.biz"",""has_account"":false}"
9945b18a-3251-3323-a1d2-ac9f0c266d70,2023-01-30T11:34:10+00:00,2023-10-23T06:49:14+00:00,2023-10-09T02:00:08+00:00,261.35,31.44,"{""name"":""Nigel"",""last_name"":""Barrows"",""email"":""adenesik@yahoo.com"",""has_account"":false}","{""name"":""Nigel"",""last_name"":""Barrows"",""email"":""adenesik@yahoo.com"",""has_account"":false}","{""name"":""Nigel"",""last_name"":""Barrows"",""email"":""adenesik@yahoo.com"",""has_account"":false}"
510d43d6-1d10-3146-a8d9-730caf1ea26f,2023-08-24T00:07:13+00:00,2023-10-14T15:43:18+00:00,,149.79,36.42,"{""name"":""Bernard"",""last_name"":""Gerlach"",""email"":""orlo.kozey@kilback.info"",""has_account"":false}","{""name"":""Bernard"",""last_name"":""Gerlach"",""email"":""orlo.kozey@kilback.info"",""has_account"":false}","{""name"":""Bernard"",""last_name"":""Gerlach"",""email"":""orlo.kozey@kilback.info"",""has_account"":false}"
7aa1675c-405d-3106-b58d-21d549bdd6eb,2023-01-22T03:28:19+00:00,2023-10-04T07:32:38+00:00,,182.55,1.53,"{""name"":""Dena"",""last_name"":""Beier"",""email"":""collin.herzog@gmail.com"",""has_account"":true}","{""name"":""Dena"",""last_name"":""Beier"",""email"":""collin.herzog@gmail.com"",""has_account"":true}","{""name"":""Dena"",""last_name"":""Beier"",""email"":""collin.herzog@gmail.com"",""has_account"":true}"
be5a1e00-eedf-335d-ba34-490ec76b557b,2023-08-17T11:22:39+00:00,2023-10-02T08:44:25+00:00,,82.78,23.26,"{""name"":""Noemie"",""last_name"":""Hettinger"",""email"":""agnes24@kihn.info"",""has_account"":false}","{""name"":""Noemie"",""last_name"":""Hettinger"",""email"":""agnes24@kihn.info"",""has_account"":false}","{""name"":""Noemie"",""last_name"":""Hettinger"",""email"":""agnes24@kihn.info"",""has_account"":false}"
c8192286-7661-3a82-a711-a6754f4f179e,2023-08-29T17:56:26+00:00,2023-10-23T13:33:45+00:00,,246.46,31.96,"{""name"":""Addie"",""last_name"":""Glover"",""email"":""hyatt.geovanny@gmail.com"",""has_account"":true}","{""name"":""Addie"",""last_name"":""Glover"",""email"":""hyatt.geovanny@gmail.com"",""has_account"":true}","{""name"":""Addie"",""last_name"":""Glover"",""email"":""hyatt.geovanny@gmail.com"",""has_account"":true}"
0b542ee8-5341-34e8-86bf-a8225180c20d,2023-04-20T10:03:50+00:00,2023-10-14T02:22:16+00:00,,243.63,8.73,"{""name"":""Josefina"",""last_name"":""Osinski"",""email"":""herminio23@hessel.com"",""has_account"":true}","{""name"":""Josefina"",""last_name"":""Osinski"",""email"":""herminio23@hessel.com"",""has_account"":true}","{""name"":""Josefina"",""last_name"":""Osinski"",""email"":""herminio23@hessel.com"",""has_account"":true}"
a834ed01-5947-3197-9c46-240f7135836f,2023-09-15T19:11:20+00:00,2023-09-29T21:41:13+00:00,,87.19,13.66,"{""name"":""Herminia"",""last_name"":""Mayert"",""email"":""gretchen.smith@blick.org"",""has_account"":false}","{""name"":""Herminia"",""last_name"":""Mayert"",""email"":""gretchen.smith@blick.org"",""has_account"":false}","{""name"":""Herminia"",""last_name"":""Mayert"",""email"":""gretchen.smith@blick.org"",""has_account"":false}"
